student_id,name,attendance,internal_marks,study_hours_per_day,previous_cgpa,assignments_completed,extracurricular,performance
821,Ananya Sethi,85.18,78.52,4.07,5.31,5,1,Average
822,Zara Yadav,99.94,31.12,6.69,4.97,7,0,Low
823,Simran Chopra,86.31,91.19,4.05,8.74,5,1,Average
824,Meera Shukla,40.08,73.91,3.85,8.14,8,0,Low
825,Harsh Roy,85.17,78.86,6.13,7.45,3,0,High
826,Nisha Mishra,84.15,33.84,9.45,8.05,0,0,Low
827,Krishna Roy,67.92,32.86,3.66,7.89,1,0,Low
828,Gaurav Menon,54.32,37.95,4.78,9.63,9,0,Low
829,Divya Ghosh,59.23,92.86,5.04,6.54,0,0,Low
830,Rhea Bajaj,67.14,65.1,8.3,6.82,8,1,Average
831,Zara Patel,62.09,77.13,6.93,9.87,1,0,Average
832,Priya Mehta,44.81,92.86,2.88,9.74,1,0,Low
833,Meera Tripathi,81.82,64.74,8.75,7.12,10,0,Average
834,Meera Iyer,98.17,67.9,1.32,6.08,7,0,Average
835,Shreya Bhatia,43.78,91.03,2.32,9.68,10,1,Low
836,Zara Das,60.57,75.22,3.26,7.56,8,1,Average
837,Divya Mukherjee,74.04,92.88,3.06,8.74,3,1,Average
838,Simran Kapoor,86.18,33.31,3.53,6.74,2,0,Low
839,Shaurya Krishnan,57.11,98.12,8.39,8.16,10,0,Low
840,Pranav Malhotra,47.02,99.56,5.75,6.65,5,0,Low
841,Raj Das,82.43,76.59,9.78,4.89,7,0,High
842,Ishaan Sharma,47.29,31.74,9.31,8.61,7,1,Low
843,Meera Khanna,98.21,68.23,5.07,7.88,4,1,Average
844,Payal Agarwal,80.01,85.97,7.29,9.53,5,0,High
845,Rhea Ghosh,94.01,39.76,5.51,5.85,6,0,Low
846,Advik Verma,45.55,33.85,6.41,7.5,3,1,Low
847,Advik Jain,45.02,89.46,6.77,9.75,8,1,Low
848,Ishaan Shukla,59.07,72.36,9.43,9.45,5,1,Low
849,Pranav Chaudhary,62.18,56.1,2.85,6.11,7,0,Average
850,Krishna Bhatia,84.49,59.09,4.43,4.98,6,1,Average
851,Arjun Bhatia,75.88,40.05,3.03,9.93,8,1,Low
852,Dev Yadav,85.37,36.19,4.09,9.49,6,0,Low
853,Dev Jain,82.61,82.87,1.37,5.12,6,1,Average
854,Dhruv Verma,42.53,87.84,8.35,5.82,8,1,Low
855,Ayaan Sethi,87.47,40.78,3.0,7.84,10,1,Low
856,Vivaan Mehta,79.95,50.14,1.79,9.44,10,0,Average
857,Kiran Shukla,85.88,64.51,9.71,7.59,5,1,Average
858,Rahul Khanna,92.1,73.96,4.76,8.17,1,1,Average
859,Kavya Reddy,41.05,48.17,5.82,4.88,7,0,Low
860,Meera Srivastava,43.17,55.28,6.36,9.73,0,1,Low
861,Raj Bose,78.34,35.38,1.94,7.77,1,0,Low
862,Sai Kapoor,92.35,87.88,6.85,5.81,10,1,High
863,Shreya Roy,74.8,87.63,0.13,7.11,5,1,Average
864,Shreya Yadav,95.25,41.41,2.18,7.02,3,0,Low
865,Komal Mishra,94.96,38.16,1.31,4.1,5,1,Low
866,Simran Das,48.34,60.94,9.88,7.14,5,0,Low
867,Riya Joshi,41.73,87.02,2.22,9.14,2,0,Low
868,Vivaan Agarwal,52.59,98.68,4.25,8.58,1,0,Low
869,Isha Mehta,85.44,32.98,1.08,8.76,8,0,Low
870,Kunal Pillai,94.51,33.03,3.02,4.06,1,0,Low
871,Nikhil Ghosh,75.26,44.0,6.71,4.18,2,1,Low
872,Sai Bhatia,61.13,89.86,7.81,7.68,8,0,Average
873,Payal Shah,85.79,67.02,7.16,9.79,2,0,Average
874,Rhea Walia,95.45,94.43,8.51,6.85,9,0,High
875,Shreya Mehta,97.46,42.66,3.55,6.28,3,0,Low
876,Simran Mukherjee,85.68,52.0,4.66,7.12,7,1,Average
877,Kunal Das,73.43,32.84,3.28,4.69,4,1,Low
878,Ramesh Kumar,81.22,88.88,2.26,6.44,6,0,Average
879,Ankita Shah,93.69,86.17,9.39,6.2,0,1,High
880,Komal Bhatia,63.78,66.59,6.77,4.72,6,1,Average
881,Pooja Iyer,98.65,81.9,8.92,5.01,5,0,High
882,Gaurav Bhatia,75.7,99.35,1.23,9.03,7,1,Average
883,Neha Arora,75.62,82.94,8.01,9.66,5,1,High
884,Ayaan Chatterjee,97.01,99.13,5.11,4.88,7,0,High
885,Rohan Walia,69.36,46.16,9.42,4.18,0,0,Low
886,Gaurav Kumar,41.6,42.54,6.05,5.96,4,0,Low
887,Rohan Saxena,79.66,66.4,4.92,6.8,4,1,Average
888,Ayaan Pandey,55.7,54.05,8.6,7.28,0,1,Low
889,Simran Reddy,67.01,89.7,4.43,4.22,2,1,Average
890,Neha Malhotra,69.49,39.41,7.16,6.92,1,1,Low
891,Tanvi Chatterjee,81.12,70.05,4.76,9.13,8,0,Average
892,Vihaan Verma,69.68,97.96,6.17,6.12,4,1,Average
893,Gaurav Chopra,75.43,38.97,3.66,8.86,9,0,Low
894,Neha Krishnan,60.48,36.81,3.45,6.14,5,0,Low
895,Ayaan Roy,54.86,75.37,5.93,9.46,1,1,Low
896,Priya Verma,50.19,67.69,0.37,7.95,6,1,Low
897,Kiran Shah,81.76,71.16,9.86,6.27,6,1,High
898,Shaurya Bajaj,88.5,37.0,6.75,6.02,8,1,Low
899,Meera Chatterjee,57.97,97.86,2.02,7.81,1,0,Low
900,Nikhil Roy,42.85,99.74,4.02,5.36,1,0,Low
901,Swati Das,56.4,69.65,5.31,6.56,5,0,Low
902,Diya Bajaj,70.28,50.99,6.63,5.88,6,1,Average
903,Kiran Jain,70.92,77.01,5.48,9.29,10,0,Average
904,Kiran Chopra,52.78,97.35,7.42,6.8,10,1,Low
905,Ramesh Shukla,43.59,44.05,4.62,5.44,10,1,Low
906,Deepak Mukherjee,64.62,90.21,9.11,7.8,6,1,Average
907,Advik Verma,78.76,47.95,6.01,6.44,1,0,Low
908,Swati Gupta,54.74,87.91,4.64,7.36,6,1,Low
909,Swati Gupta,52.12,49.09,0.29,8.74,4,0,Low
910,Kunal Das,97.83,64.01,0.2,9.16,1,1,Average
911,Tanvi Joshi,92.03,93.04,4.07,6.18,10,0,Average
912,Rohan Patel,54.16,69.97,5.0,4.72,10,1,Low
913,Varun Krishnan,54.28,38.56,8.07,5.98,9,1,Low
914,Shreya Chatterjee,96.13,45.26,1.07,5.28,4,1,Low
915,Raj Shukla,91.77,33.91,5.33,8.2,1,1,Low
916,Isha Mishra,68.49,47.24,2.78,8.71,2,1,Low
917,Komal Tandon,89.28,31.48,9.67,7.63,10,0,Low
918,Raj Krishnan,54.38,68.69,3.09,9.75,5,0,Low
919,Reyansh Krishnan,91.46,57.19,9.1,6.36,4,1,Average
920,Yash Gupta,57.85,90.16,1.6,6.63,5,1,Low
921,Simran Shukla,56.44,35.61,7.79,6.95,6,1,Low
922,Kavya Tripathi,92.61,87.42,8.24,8.19,8,0,High
923,Swati Sethi,76.13,86.94,7.38,6.72,0,0,High
924,Sneha Khanna,51.02,61.04,6.41,4.02,3,1,Low
925,Ramesh Arora,44.93,41.05,5.16,9.82,10,0,Low
926,Atharv Walia,81.15,85.48,3.19,6.87,2,1,Average
927,Tanvi Pandey,75.58,52.93,2.82,4.51,5,0,Average
928,Reyansh Yadav,96.69,91.9,2.24,9.69,8,0,Average
929,Ishaan Patel,51.9,79.09,1.69,6.41,6,1,Low
930,Siddharth Yadav,97.48,41.91,5.67,4.08,8,1,Low
931,Ritika Jain,89.64,64.59,2.24,5.22,4,1,Average
932,Shreya Rao,62.92,60.19,2.07,5.29,4,0,Average
933,Ananya Mishra,64.51,40.22,2.9,5.57,9,1,Low
934,Ankita Pillai,74.97,75.31,0.86,6.81,5,1,Average
935,Vihaan Roy,82.8,79.59,7.36,5.54,1,0,High
936,Aarav Chatterjee,95.86,62.97,3.54,7.64,10,0,Average
937,Nikhil Rao,70.27,56.67,9.78,8.03,2,0,Average
938,Sneha Srivastava,55.62,65.26,9.3,9.27,2,0,Low
939,Ritika Mishra,65.98,48.23,3.13,9.87,7,1,Low
940,Aisha Reddy,95.57,49.8,8.77,7.68,4,1,Low
941,Vihaan Iyer,58.93,99.62,7.64,4.91,10,1,Low
942,Ayaan Jain,48.92,46.09,0.36,5.56,7,1,Low
943,Ramesh Nair,42.45,54.96,7.09,6.91,7,0,Low
944,Kiran Tandon,47.42,36.55,8.68,5.08,2,1,Low
945,Shreya Kumar,75.14,70.85,9.72,7.16,9,0,High
946,Tanvi Mishra,54.77,64.87,0.94,5.97,4,0,Low
947,Suresh Tandon,75.42,96.59,8.37,4.92,1,1,High
948,Swati Bajaj,68.79,73.98,2.69,7.95,5,0,Average
949,Pranav Singh,97.05,52.74,7.32,8.41,9,0,Average
950,Reyansh Tiwari,88.09,49.81,7.98,8.46,8,1,Low
951,Shaurya Pandey,55.31,46.81,7.71,6.39,0,0,Low
952,Rohan Shukla,86.77,49.95,7.53,7.92,1,1,Low
953,Suresh Mishra,84.15,94.52,9.04,7.62,5,0,High
954,Reyansh Shukla,70.76,64.27,8.85,6.86,9,1,Average
955,Zara Walia,88.66,72.97,4.34,6.56,0,1,Average
956,Meera Yadav,53.45,78.04,1.55,6.97,10,0,Low
957,Suresh Krishnan,66.24,93.5,4.78,4.89,2,1,Average
958,Rahul Shukla,71.39,50.68,0.48,4.46,0,0,Average
959,Nikhil Patel,64.78,62.53,7.2,8.88,5,1,Average
960,Aditya Patel,86.12,31.14,7.41,6.78,2,1,Low
961,Harsh Chatterjee,64.98,79.31,3.14,8.34,10,1,Average
962,Ankita Shah,60.48,94.27,8.1,5.27,1,1,Average
963,Zara Dhawan,66.03,31.25,3.95,4.08,10,1,Low
964,Komal Walia,64.31,76.04,7.44,8.36,4,1,Average
965,Advik Mehta,97.79,77.26,8.05,4.53,2,0,High
966,Swati Krishnan,88.96,78.72,1.88,4.16,7,0,Average
967,Ishaan Agarwal,66.15,73.82,7.9,5.15,4,1,Average
968,Isha Verma,65.31,38.15,9.02,8.43,7,1,Low
969,Pooja Sharma,91.59,70.97,2.01,7.42,6,0,Average
970,Aditya Jain,46.16,89.33,4.32,6.49,7,1,Low
971,Simran Singh,63.98,65.93,7.25,9.61,7,0,Average
972,Isha Mehta,71.7,59.54,3.16,4.38,10,1,Average
973,Meera Iyer,69.69,95.73,3.47,8.19,0,0,Average
974,Kunal Tandon,68.15,60.67,5.08,7.53,10,1,Average
975,Yash Agarwal,68.11,91.82,7.23,6.34,6,1,Average
976,Krishna Rao,87.99,89.12,6.22,5.69,1,1,High
977,Ananya Pillai,51.97,72.4,1.01,6.5,7,1,Low
978,Atharv Saxena,73.41,99.95,3.59,5.56,10,0,Average
979,Rohan Chatterjee,41.92,34.46,4.31,7.71,1,0,Low
980,Ishaan Dhawan,99.62,84.94,7.69,8.62,8,1,High
981,Suresh Mehta,92.42,72.3,1.04,4.3,7,1,Average
982,Rahul Shah,98.48,84.72,6.1,9.15,1,0,High
983,Gaurav Saxena,50.02,38.26,2.05,6.17,4,1,Low
984,Ramesh Iyer,69.9,90.93,1.54,6.18,2,0,Average
985,Meera Saxena,66.35,59.1,7.69,5.47,7,1,Average
986,Ishaan Srivastava,50.28,48.62,7.15,6.49,10,0,Low
987,Ramesh Srivastava,65.3,45.97,8.02,6.48,6,1,Low
988,Reyansh Roy,87.68,55.32,0.3,4.87,0,0,Average
989,Kiran Singh,58.89,98.74,1.64,4.37,0,0,Low
990,Tanvi Walia,98.66,98.6,7.99,9.25,4,1,High
991,Deepak Banerjee,82.05,91.15,7.22,5.88,5,0,High
992,Raj Bajaj,94.01,72.73,1.47,6.42,10,0,Average
993,Siddharth Iyer,87.3,75.64,6.97,9.33,10,1,High
994,Pranav Patel,92.86,35.9,5.37,6.34,2,1,Low
995,Yash Kapoor,70.7,51.86,3.41,7.81,0,0,Average
996,Payal Singh,75.55,46.89,7.74,8.36,8,0,Low
997,Rhea Das,90.5,48.18,5.07,4.74,10,0,Low
998,Kavya Das,74.35,30.36,3.39,5.42,9,0,Low
999,Sai Bose,57.07,84.94,7.15,8.03,6,0,Low
1000,Suresh Tripathi,70.99,43.48,7.79,6.73,2,1,Low
